Year,Geography,Time leaving for work ,Age ,Gender ,Main mode of commuting ,Commuting duration,Value
2021,Curve Lake First Nation,Total - Time leaving for work,65 years and over,Women+,Public transit,Average commuting duration (in minutes),0
2021,Curve Lake First Nation,Total - Time leaving for work,65 years and over,Women+,Active transportation,Average commuting duration (in minutes),0
2021,Curve Lake First Nation,Total - Time leaving for work,65 years and over,Women+,Other method,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Total (all genders),Total - Main mode of commuting,Average commuting duration (in minutes),28.6
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Total (all genders),"Car, truck or van",Average commuting duration (in minutes),29
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Total (all genders),Driver (only worker in vehicle),Average commuting duration (in minutes),29.1
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Total (all genders),Passenger (only worker in vehicle),Average commuting duration (in minutes),26.8
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Total (all genders),Sustainable transportation,Average commuting duration (in minutes),9.6
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Total (all genders),Public transit,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Total (all genders),Active transportation,Average commuting duration (in minutes),4.6
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Total (all genders),Other method,Average commuting duration (in minutes),38
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Men+,Total - Main mode of commuting,Average commuting duration (in minutes),31
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Men+,"Car, truck or van",Average commuting duration (in minutes),31.7
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Men+,Driver (only worker in vehicle),Average commuting duration (in minutes),31.7
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Men+,Passenger (only worker in vehicle),Average commuting duration (in minutes),33
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Men+,Sustainable transportation,Average commuting duration (in minutes),12.6
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Men+,Public transit,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Men+,Active transportation,Average commuting duration (in minutes),4.9
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Men+,Other method,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Women+,Total - Main mode of commuting,Average commuting duration (in minutes),25.8
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Women+,"Car, truck or van",Average commuting duration (in minutes),25.8
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Women+,Driver (only worker in vehicle),Average commuting duration (in minutes),26
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Women+,Passenger (only worker in vehicle),Average commuting duration (in minutes),22
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Women+,Sustainable transportation,Average commuting duration (in minutes),4.4
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Women+,Public transit,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Women+,Active transportation,Average commuting duration (in minutes),4.4
2021,Douro-Dummer,Total - Time leaving for work,Total (all ages),Women+,Other method,Average commuting duration (in minutes),44
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Total (all genders),Total - Main mode of commuting,Average commuting duration (in minutes),22.8
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Total (all genders),"Car, truck or van",Average commuting duration (in minutes),23
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Total (all genders),Driver (only worker in vehicle),Average commuting duration (in minutes),22.2
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Total (all genders),Passenger (only worker in vehicle),Average commuting duration (in minutes),29.2
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Total (all genders),Sustainable transportation,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Total (all genders),Public transit,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Total (all genders),Active transportation,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Total (all genders),Other method,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Men+,Total - Main mode of commuting,Average commuting duration (in minutes),25.9
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Men+,"Car, truck or van",Average commuting duration (in minutes),25.1
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Men+,Driver (only worker in vehicle),Average commuting duration (in minutes),24
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Men+,Passenger (only worker in vehicle),Average commuting duration (in minutes),44
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Men+,Sustainable transportation,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Men+,Public transit,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Men+,Active transportation,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Men+,Other method,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Women+,Total - Main mode of commuting,Average commuting duration (in minutes),20.1
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Women+,"Car, truck or van",Average commuting duration (in minutes),21.1
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Women+,Driver (only worker in vehicle),Average commuting duration (in minutes),20.6
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Women+,Passenger (only worker in vehicle),Average commuting duration (in minutes),24
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Women+,Sustainable transportation,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Women+,Public transit,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Women+,Active transportation,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,15 to 24 years,Women+,Other method,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Total (all genders),Total - Main mode of commuting,Average commuting duration (in minutes),29.2
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Total (all genders),"Car, truck or van",Average commuting duration (in minutes),29.6
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Total (all genders),Driver (only worker in vehicle),Average commuting duration (in minutes),29.6
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Total (all genders),Passenger (only worker in vehicle),Average commuting duration (in minutes),24
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Total (all genders),Sustainable transportation,Average commuting duration (in minutes),5.3
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Total (all genders),Public transit,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Total (all genders),Active transportation,Average commuting duration (in minutes),5.3
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Total (all genders),Other method,Average commuting duration (in minutes),54
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Men+,Total - Main mode of commuting,Average commuting duration (in minutes),31.5
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Men+,"Car, truck or van",Average commuting duration (in minutes),32.3
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Men+,Driver (only worker in vehicle),Average commuting duration (in minutes),32.4
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Men+,Passenger (only worker in vehicle),Average commuting duration (in minutes),27
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Men+,Sustainable transportation,Average commuting duration (in minutes),5.6
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Men+,Public transit,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Men+,Active transportation,Average commuting duration (in minutes),5.6
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Men+,Other method,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Women+,Total - Main mode of commuting,Average commuting duration (in minutes),26.5
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Women+,"Car, truck or van",Average commuting duration (in minutes),26.3
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Women+,Driver (only worker in vehicle),Average commuting duration (in minutes),26.4
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Women+,Passenger (only worker in vehicle),Average commuting duration (in minutes),18
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Women+,Sustainable transportation,Average commuting duration (in minutes),4.8
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Women+,Public transit,Average commuting duration (in minutes),0
2021,Douro-Dummer,Total - Time leaving for work,25 to 64 years,Women+,Active transportation,Average commuting duration (in minutes),4.8
