Year,Gender (3a),Economic family characteristics of persons (13),Unnamed: 3,Age (8),Individual MBM poverty status (7),Value
2020,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,In poverty,170.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Not in poverty,3230.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty rate (%),5.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Average poverty gap ratio (%),30.4
2020,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Total - Individual MBM poverty status,5160.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Poverty status - applicable,5160.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,In poverty,100.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Not in poverty,5055.0
2020,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Poverty rate (%),1.9
2020,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Average poverty gap ratio (%),14.8
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Total - Individual MBM poverty status,16910.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Poverty status - applicable,16910.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,In poverty,1480.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Not in poverty,15430.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Poverty rate (%),8.8
2015,Total - Gender,Total - Persons by selected economic family characteristics,,Total - Age,Average poverty gap ratio (%),32.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Total - Individual MBM poverty status,2900.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - applicable,2900.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,In poverty,375.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Not in poverty,2525.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty rate (%),12.9
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 17 years,Average poverty gap ratio (%),28.3
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Total - Individual MBM poverty status,860.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty status - applicable,860.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,In poverty,150.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Not in poverty,715.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty rate (%),17.4
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Average poverty gap ratio (%),22.4
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Total - Individual MBM poverty status,2040.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - applicable,2040.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,In poverty,230.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Not in poverty,1810.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty rate (%),11.3
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Average poverty gap ratio (%),32.4
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Total - Individual MBM poverty status,1275.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - applicable,1275.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,In poverty,125.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Not in poverty,1145.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty rate (%),9.8
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Average poverty gap ratio (%),36.5
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Total - Individual MBM poverty status,5365.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty status - applicable,5365.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,In poverty,450.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Not in poverty,4910.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty rate (%),8.4
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Average poverty gap ratio (%),32.6
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Total - Individual MBM poverty status,3295.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty status - applicable,3295.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,In poverty,335.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Not in poverty,2960.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty rate (%),10.2
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Average poverty gap ratio (%),34.8
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Total - Individual MBM poverty status,4075.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Poverty status - applicable,4075.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,In poverty,195.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Not in poverty,3880.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Poverty rate (%),4.8
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Average poverty gap ratio (%),29.6
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Total - Individual MBM poverty status,9140.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty status - applicable,9140.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,In poverty,340.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Not in poverty,8800.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty rate (%),3.7
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Average poverty gap ratio (%),29.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Total - Individual MBM poverty status,1610.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - applicable,1610.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,In poverty,60.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Not in poverty,1555.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty rate (%),3.7
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Average poverty gap ratio (%),38.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Total - Individual MBM poverty status,545.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty status - applicable,545.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,In poverty,25.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Not in poverty,520.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty rate (%),4.6
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Average poverty gap ratio (%),40.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Total - Individual MBM poverty status,1065.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - applicable,1065.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,In poverty,30.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Not in poverty,1035.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty rate (%),2.8
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Average poverty gap ratio (%),36.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Total - Individual MBM poverty status,505.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - applicable,505.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,In poverty,35.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Not in poverty,470.0
